SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;XAMBRE;XAMBRE;1.041.000,00;;  ;  ;;R$ 1.041.000,00;24/03/2025;33.51%;33.51%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;XAMBRE;XAMBRE;3.481.600,00;;  ;  ;;R$ 3.481.600,00;22/08/2024;76.80%;76.80%;500;Em Execução;
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Goioerê;Goioerê;R$ 8.905.209,69;300.000,00;800.000,00;787.575,96;0;R$ 8.905.209,69;;0,00%;0,00%;755;Indefinido;HOMOLOGADA / Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Guaíra;Guaíra;R$ 8.383.923,59;300.000,00;800.000,00;800.000,00;229.910,74;R$ 8.154.012,85;21/05/2025;0,00%;2.74%;755;Em execução;HOMOLOGADA / Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Ivaiporã;Ivaiporã;R$ 8.485.344,87;2.583.000,00;600.000,00;472.390,62;0;R$ 8.485.344,87;;0,00%;0,00%;755;Em planejamento;HOMOLOGADA/ Valor estimado atualizado, Em fase de projeto
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Loanda;Loanda;R$ 8.500.790,96;300.000,00; -   ; -   ;0;R$ 8.500.790,96;;0,00%;0,00%;755;Indefinido;HOMOLOGADA / Valor estimado atualizado, Em execução, Empenhado R$ 800.000,00 para execução da obra, Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;São Miguel do Iguaçu;São Miguel do Iguaçu;R$ 8.690.985,51;300.000,00;800.000,00;799.571,94;0;R$ 8.690.985,51;;0,00%;0,00%;755;Indefinido;HOMOLOGADA / Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Santo Antônio do Sudoeste;Santo Antônio do Sudoeste;R$ 10.424.628,73;4.900.000,00;800.000,00;676.748,09;814.145,22;R$ 9.610.483,51;26/06/2025;0,00%;0,00%;755;Em execução;HOMOLOGADA/ Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Toledo;Toledo;R$ 7.267.000,00;7.267.000,00;600.000,00;505.267,41;342.488,68;R$ 6.924.511,32;26/06/2025;0,00%;4.71%;755;Em execução;HOMOLOGADA / Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Educação;SEED;12;Bairro Fraron — unidade nova;Pato Branco;Pato Branco;18.618.000,00;11.000.000,00;11.000.000,00; -   ;0;R$ 18.618.000,00;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;CE 14 de Dezembro — reformas;Peabiru;Peabiru;947.724,56; -   ; -   ; -   ;;R$ 947.724,56;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;CE Ary Borba Carneiro — reformas;Cândido de Abreu;Cândido de Abreu;1.043.524,27; -   ; -   ; -   ;;R$ 1.043.524,27;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;CE CM Olivo Fracaro — reformas;Cascavel;Cascavel;939.248,30; -   ; -   ; -   ;;R$ 939.248,30;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;CE Pfrof.ª Iara Bergman — reformas;Curitiba;Curitiba;1.054.369,74; -   ; -   ; -   ;;R$ 1.054.369,74;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;CE Presidente Costa e Silva — reformas;Sengés;Sengés;989.566,52; -   ; -   ; -   ;;R$ 989.566,52;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;CE Rodrigues Alves — reformas;Maringá;Maringá;875.371,75; -   ; -   ; -   ;;R$ 875.371,75;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;Domingos FCO Zardo, C E-EF M — unidade nova;Palotina;Palotina;27.477.000,00;26.977.000,00;26.977.000,00; -   ;;R$ 27.477.000,00;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;Iolando Taques Fonseca, E E Prof-EF — unidade nova;Ponta Grossa;Ponta Grossa;23.272.000,00;15.000.000,00;15.000.000,00; -   ;0;R$ 23.272.000,00;;0,00%;0,00%;755;Indefinido;
Educação;SEED;12;Mireille M F Z Machado, C E C-M PR-EF M — unidade nova;Mandirituba;Mandirituba;11.097.021,02;10.568.504,00;10.568.503,81;2.949.820,14;6.177.654,25;R$ 4.919.366,77;05/06/2025;0,00%;55,66%;755;Indefinido;
Educação;SEED;12;"Moradias Monteiro Lobato C E-EF M — 08 salas de aula; 01 bloco de sanitários; 01 pátio coberto; 01 laboratório de informática; 01 refeitório; 01 sala multiuso; 01 casa do permissionário.";Curitiba;Curitiba;4.646.819,08;4.414.342,00;4.414.341,36;744.550,42;2.102.384,42;R$ 2.544.434,66;02/06/2025;0,00%;45,24%;755;Indefinido;
Educação;SEED;12;"Nirlei Medeiros C E-EF M PROFIS — 07 salas de aula; 01 laboratório de informática; 01 bloco de sanitários; 01 refeitório (ampliar existente); 01 sala multiuso; 01 depósito de merenda.";Curitiba;Curitiba;5.014.316,45;5.014.317,00;5.014.316,45;1.428.330,08;2.437.691,85;R$ 2.576.624,60;11/06/2025;0,00%;48,61%;755;Indefinido;
Educação;SEED;12;Pinheiro do Paraná C E-EF M PROFIS — 04 salas de aula;Curitiba;Curitiba;3.031.292,89;2.799.009,00;2.799.008,30; -   ;2.415.980,97;R$ 615.311,92;16/06/2025;0,00%;79,70%;755;Indefinido;
Educação;SEED;12;UNIDADE NOVA ESCOLAR JARDIM MADRID;Curitiba;Curitiba;24.889.925,62;4.949.908,00; -   ; -   ;0;R$ 24.889.925,62;;0,00%;0,00%;755;Indefinido;
Infraestrutura;SEPL;19;Construção do Centro de Tecnologia do Estado do Paraná - Fábrica de Ideias;Curitiba;;R$ 335.264.442,04; -   ; -   ; - ;0;R$ 335.264.442,04;;0,00%;0,00%;755;Em licitação;Procedimento licitatório em curso
Infraestrutura;SEIL;26;Pavimentação PR-092, Cerro Azul - Dr. Ulysses (sub-trecho iniciando em Dr. Ulysses) (Lote 1);Doutor Ulysses;"Doutor Ulysses; Cerro Azul";R$ 61.719.867,09;40.000.000,00;40.000.000,00;1.258.526,79;1.258.526,79;R$ 60.461.340,30;;0,00%;2,03%;755;Em execução;Obra em andamento - início em 08/01/2024. Contrato vigente até junho de 2026.
Infraestrutura;SEIL;26;Restauração em Whitetopping e Ampl. Capacidade (3ª faixa), PR-180, Goioerê- Quarto Centenário - 11,13km;Quarto Centenário;"Quarto Centenário; Goioerê";R$ 67.939.127,00;40.000.000,00;66.665.109,41;41.994.183,35;41.994.183,35;R$ 25.944.943,65;;0,00%;61,81%;755;Em execução;Projeto Executivo em andamento (12/2023). Contrato vigente até julho de 2025.
Infraestrutura;SEIL;26;Execução das obras de Implantação da PR-990, entre a PR-364 e a cidade de Rebouças;Rebouças;;R$ 90.658.114,75;31.843.928,00;11.213.928,00;3.793.998,10;3.793.998,10;R$ 86.864.116,65;;0,00%;4,18%;755;Em execução;Projeto Executivo em andamento 04/2024. Contrato vigente até maio de 2026.
Infraestrutura;SEIL;26;Elaboração do projeto executivo de implantação da rodovia PR-239, trecho: Mato Rico a Roncador;Mato Rico;;R$ 95.680.000,00;4.757.064,00; -   ; -   ; -   ;;;0,00%;0,00%;755;Em licitação;Em licitação (01/04/25)
Infraestrutura;SEIL;26;Contratação Integrada de Empresa para Elaboração dos Projetos Básico e  Executivo e Execução das Obras de Restauração com Melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão (com Salto do Lontra);Dois Vizinhos;"Dois Vizinhos; Francisco Beltrão";R$ 96.357.474,33;3.314.163,00;1.314.163,00;1.111.913,20;1.111.913,20;R$ 95.245.561,13;;0,00%;1,15%;755;Em execução;Obra em andamento - início em 02/12/2024. Contrato vigente até fevereiro de 2027.
Infraestrutura;SEIL;26;Execução das obras de duplicação e restauração da rodovia PRC-466 entre o entroncamento da Rodovia Municipal em Palmeirinha e o início da pista dupla em Guarapuava [Subtrecho 2] (TURVO - GUARAPUAVA);Guarapuava;;R$ 143.001.638,56; -   ; -   ; -   ;0;R$ 143.001.638,56;;0,00%;0,00%;755;Em execução;Obra em andamento - ínicio em 05/09/2024. Contrato vigente até maio de 2026.
Infraestrutura;SEIL;26;Elaboração dos Projetos Básico e Executivo e Execução das Obras de Restauração em Whitetopping na PRC-280, entre Clevelândia e Pato Branco;Pato Branco;"Pato Branco; Clevelândia";R$ 185.239.000,61;180.950.000,00;185.239.000,61;140.417.183,36;140.693.488,99;R$ 44.545.511,62;;0,00%;75,95%;755;Em execução;Obra em andamento - início em 12/08/2024. Contrato vigente até fevereiro de 2026.
Infraestrutura;SEIL;26;Execução das obras de restauração e ampliação de capacidade da rodovia PR-151, no trecho compreendido entre o entroncamento com a PR-438, km 344,51, em Ponta Grossa, e a interseção com a BR-277, km 377,22 em Palmeira;Palmeira;"Palmeira; Ponta Grossa";R$ 257.215.000,14;30.000.000,00; -   ; -   ;10.511.280,37;R$ 246.703.719,77;;0,00%;4,08%;755;Em execução;Obra em andamento - Início em 29/01/25. Contrato vigente até outubro de 2027.
Infraestrutura;SEIL;26;Execução das obras de duplicação em pavimento rígido da PR-412 e implantação de vias marginais, entre a ponte sobre o canal em Matinhos e a interseção com a rodovia PR-407 em Pontal do Paraná;Matinhos;;R$ 274.500.000,00;16.555.308,00;19.545.308,00;1.414.816,18;1.414.816,18;R$ 273.085.183,82;;0,00%;0,51%;755;Indefinido;Licitação homologada, aguardando contrato. Contrato vigente até junho de 2028.
Infraestrutura;SEIL;26;Execução das obras de duplicação e restauração em Whitetopping da rodovia PRC-466, de Turvo a Palmeirinha [Subtrecho 1] (TURVO - GUARAPUAVA);Palmeirinha;"Turvo;Palmeirinha";R$ 293.750.000,00;45.928.720,00;35.303.519,30;R$ 35.303.519,30;35.207.155,08;R$ 258.542.844,92;;0,00%;11,98%;;Em execução;Contrato vigente até abril de 2027.
Infraestrutura;SEIL;26;Contratação semi-integrada para elaboração do projeto executivo e execução das obras de duplicação e restauração da rodovia PR-170/PRC-466, de Pitanga a Turvo;Turvo;"Pitanga;Turvo";R$ 514.230.020,00;29.793.758,00;29.793.758,00;4.138.684,19;4.138.684,19;R$ 510.091.335,81;;0,00%;0,80%;;Em execução;Contrato vigente até julho de 2027.
Infraestrutura;SESP;6;Auto Bomba Tanque e Resgate;Curitiba;"Curitiba; Rio Negro; Fazenda Rio Grande; Campo Largo; Londrina; Paranaguá; Maringá; Ponta Grossa; Foz do Iguaçu; Cascavel; Palmas; Guaíra; Altônia; Campina Grande do Sul; Santa Helena";R$ 17.549.730,00; -   ; -   ;;9.247.537,76;R$ 8.302.192,24;;0,00%;52,69%;755;Em execução;Aguardando Ordem de Serviço (10/2024)
Infraestrutura;SESP;6;Centro de Treinamento Guatupê;São José dos Pinhais;São José dos Pinhais;R$ 264.094,00;R$ 264.094,00; - ; - ;0;R$ 264.094,00;;0%;0,00%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Assis Chateaubriand;Assis Chateaubriand;Assis Chateaubriand;R$ 85.910,00;R$ 600.000,00; R$ -   ; R$ -   ;0;R$ 600.000,00;;0%;0,00%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Campo Mourão;Campo Mourão;Campo Mourão;R$ 6.992.059,32;R$ 1.000.000,00; R$ -   ; R$ -   ;0;R$ 1.000.000,00;;0%;0,00%;755;Em licitação;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Paranavaí;Paranavaí;Paranavaí;R$ 0,00;R$ 1.050.000,00; - ; - ;0;R$ 1.050.000,00;;0%;0,00%;755;Em licitação;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Piraquara;Piraquara;Piraquara;R$ 0,00;R$ 1.050.000,00;R$ 777.705,51; R$ -   ;0;R$ 1.050.000,00;;0%;0,00%;755;Em licitação;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Ponta Grossa;Ponta Grossa;Ponta Grossa;R$ 2.400.000,00;R$ 145.690,89;R$ 1.937.330,00; - ;0;R$ 2.400.000,00;;0%;0,00%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã em Sertanópolis;Sertanopólis;;R$ 3.000.000,00;500.000,00; -   ;;0;R$ 3.000.000,00;;0,00%;0,00%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã Padrão I no município de Pontal do Paraná;Pontal do Paraná;;R$ 3.849.559,29;600.000,00; -   ;;0;R$ 3.849.559,29;;0,00%;0,00%;755;Em licitação;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Penitenciária Feminina no município de Goioerê.;Goioerê;;R$ 30.000.000,00;1.000.000,00; -   ;;0;R$ 30.000.000,00;;0,00%;0,00%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Construção da sede da 4ª Cia. do Batalhão de Polícia Ambiental - Força Verde, no município de Guarapuava.;Guarapuava;Guarapuava;R$ 2.000.000,00;R$ 72.000,00;R$ 11.402,66;R$ 11.402,66;R$ 11.402,66;R$ 1.988.597,34;25/09/2024;0%;0,57%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Harpya;Curitiba;;R$ 20.570.069,49; -   ; -   ;;0;R$ 20.570.069,49;;0,00%;0,00%;755;Em Execução;Aquisição de 3 helicópteros. Pregão Eletronico 90.913/2024 - lote 01, 02 e 03 restou deserta.
Infraestrutura;SESP;6;Laboratório de Química Forense Agro;"Cascavel; Maringá";;R$ 15.200.000,00;590000;-;-;0;R$ 15.200.000,00;;0;0,00%;755;Indefinido ;
Infraestrutura;SESP;6;Paraná Blindado;Curitiba;;R$ 22.645.216,92; -   ; -   ;;0;R$ 22.645.216,92;;0,00%;0,00%;755;Em licitação;Licitação homologada, aguardando contrato (10/2024)
Infraestrutura;SESP;6;Patrulha Costeira;Paranaguá;;R$ 2.214.039,68;;;;;R$ 2.214.039,68;;0;0,00%;755;Indefinido ;
Infraestrutura;SESP;6;Reforma do Bloco de Salas de Aula da 1ª Escola de Formação, Aperfeiçoamento e Especialização de Praças, no município de São José dos Pinhais.;São José dos Pinhais;;R$ 3.800.000,00; -   ; -   ;;0; -   ;;0,00%;0,00%;755;Em licitação;Obra em licitação
Infraestrutura;SESP;6;Reforma do Bloco II da Academia Policial Militar do Guatupê em São José dos Pinhais.;São José dos Pinhais;;R$ 5.629.996,24; -   ; -   ;;0; -   ;;0,00%;0,00%;755;Em licitação;Licitação em fase de análise de propostas na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;Cambé;R$ 2.113.000,00;R$ 1.200.000,00; - ; - ;0;R$ 2.113.000,00;;0%;0,00%;755;Indefinido;Obra em execução
