SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Xambrê;Xambrê; 1.041.000,00 ; -   ; -   ;; 799.500,00 ; 241.500,00 ;22/08/2024;76,80%;76,80%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Xambrê;Xambrê; 3.481.600,00 ; -   ; -   ;; 1.166.804,80 ; 2.314.795,20 ;31/10/2024;33,51%;33,51%;500;;
Educação;SEED;12;Mireille M F Z Machado, C E C-M PR-EF M — unidade nova;Mandirituba;Mandirituba; 13.272.945,32 ; -   ; -   ;; 4.081.473,19 ; 9.191.472,13 ;01/09/2024;0,00%;30,75%;755;;
Educação;SEED;12;Bairro Fraron — unidade nova;Pato Branco;Pato Branco; 18.618.346,45 ; -   ; -   ;; -   ; 18.618.346,45 ;;0,00%;0,00%;755;;
Educação;SEED;12;Iolando Taques Fonseca, E E Prof-EF — unidade nova;Ponta Grossa;Ponta Grossa; 23.272.891,08 ; -   ; -   ;; -   ; 23.272.891,08 ;;0,00%;0,00%;755;;
Educação;SEED;12;Domingos FCO Zardo, C E-EF M — unidade nova;Palotina;Palotina; 27.477.929,19 ; -   ; -   ;; -   ; 27.477.929,19 ;;0,00%;0,00%;755;;
Educação;SEED;12;"Moradias Monteiro Lobato C E-EF M — 08 salas de aula; 01 bloco de sanitários; 01 pátio coberto; 01 laboratório de informática; 01 refeitório; 01 sala multiuso; 01 casa do permissionário.";Curitiba;Curitiba; 5.594.856,12 ; -   ; -   ;; 1.198.356,44 ; 4.396.499,68 ;;0,00%;21,42%;755;;
Educação;SEED;12;"Nirlei Medeiros C E-EF M PROFIS — 07 salas de aula; 01 laboratório de informática; 01 bloco de sanitários; 01 refeitório (ampliar existente); 01 sala multiuso; 01 depósito de merenda.";Curitiba;Curitiba; 6.000.000,00 ; -   ; -   ;; 573.630,14 ; 5.426.369,86 ;;0,00%;9,56%;755;;
Educação;SEED;12;Pinheiro do Paraná C E-EF M PROFIS — 04 salas de aula;Curitiba;Curitiba; 3.300.000,00 ; -   ; -   ;; 1.428.330,08 ; 1.871.669,92 ;04/09/2024;0,00%;43,28%;755;;
Educação;SEED;12;CE Pfrof.ª Iara Bergman — reformas;Curitiba;Curitiba; 1.054.369,74 ; -   ; -   ;; -   ; 1.054.369,74 ;;0,00%;0,00%;755;;
Educação;SEED;12;CE Presidente Costa e Silva — reformas;Sengés;Sengés; 985.788,25 ; -   ; -   ;; -   ; 985.788,25 ;;0,00%;0,00%;755;;
Educação;SEED;12;CE Rodrigues Alves — reformas;Maringá;Maringá; 755.347,16 ; -   ; -   ;; -   ; 755.347,16 ;;0,00%;0,00%;755;;
Educação;SEED;12;CE CM Olivo Fracaro — reformas;Cascavel;Cascavel; 735.770,32 ; -   ; -   ;; -   ; 735.770,32 ;;0,00%;0,00%;755;;
Educação;SEED;12;CE Ary Borba Carneiro — reformas;Cândido de Abreu;Cândido de Abreu; 782.534,99 ; -   ; -   ;; -   ; 782.534,99 ;;0,00%;0,00%;755;;
Educação;SEED;12;CE 14 de Dezembro — reformas;Peabiru;Peabiru; 947.724,56 ; -   ; -   ;; -   ; 947.724,56 ;;0,00%;0,00%;755;;
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Maringá;Maringá; -   ; -   ; -   ;; -   ; -   ;;0,00%;;755;;Edital de licitação a ser publicado
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Loanda;Loanda; 8.400.000,00 ; -   ; -   ;; -   ; 8.400.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA / Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Toledo;Toledo; 7.267.000,00 ; -   ; -   ;; -   ; 7.267.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA / Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Habitação;SECID;16;VIVER MAIS/Casa Fácil;São Miguel do Iguaçu;São Miguel do Iguaçu; 8.500.000,00 ; -   ; -   ;; -   ; 8.500.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA / Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Guaíra;Guaíra; 8.383.000,00 ; -   ; -   ;; -   ; 8.383.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA / Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Goioerê;Goioerê; 8.400.000,00 ; -   ; -   ;; -   ; 8.400.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA / Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Astorga;Astorga; 8.665.597,00 ; -   ; -   ;; -   ; 8.665.597,00 ;;0,00%;0,00%;755;;HOMOLOGADA / Valor estimado atualizado, Em fase de projeto
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Ivaiporã;Ivaiporã; 8.300.000,00 ; -   ; -   ;; -   ; 8.300.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA/ Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Santo Antônio do Sudoeste;Santo Antônio do Sudoeste; 10.150.000,00 ; -   ; -   ;; -   ; 10.150.000,00 ;45468;0,00%;0,00%;755;;"HOMOLOGADA/ Valor estimado atualizado, Em fase de projeto, Empenhado R$ 300.000,00 para o projeto;"
Incentivo ao Crédito;CC;4;Integralização de Capital para constituição de Fundo de Investimento nas Cadeias Produtivas Agroindustriais (FIAGRO);-;0; 150.000.000,00 ; -   ; -   ;; 150.000.000,00 ; -   ;17/05/2024;100,00%;100,00%;755;;O capital foi integralizado no balanço da Fomento Paraná. Após o chamamento público para seleção de gestores, incluindo a fase de análise de documentos, foi finalizada a escolha da gestora que atuará em conjunto com a Fomento na constituição do Fundo.
Infraestrutura;SESP;6;Auto Bomba Tanque e Resgate;Curitiba;"Curitiba; Rio Negro; Fazenda Rio Grande; Campo Largo; Londrina; Paranaguá; Maringá; Ponta Grossa; Foz do Iguaçu; Cascavel; Palmas; Guaíra; Altônia; Campina Grande do Sul; Santa Helena"; 17.549.730,00 ; -   ; -   ;; 9.247.537,76 ; 8.302.192,24 ;;0,00%;0,00%;755;;Aguardando Ordem de Serviço (10/2024)
Infraestrutura;SESP;6;Centro de Treinamento Guatupê;Curitiba;; 39.000.000,00 ; -   ; -   ;; -   ; 39.000.000,00 ;;0,00%;0,00%;755;;Aquisição de 6 veículos blindados de operações táticas. Aguardando autorização para licitar.
Infraestrutura;SESA;10;Complexo Silvio Santos;Curitiba;; 1.424.928,97 ; -   ; -   ;; -   ; 1.424.928,97 ;;0,00%;0,00%;755;;
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Assis Chateaubriand;Assis Chateaubriand;; 3.500.000,00 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Campo Mourão;Campo Mourão;; 6.992.059,31 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Paranavaí;Paranavaí;; 7.371.203,34 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Piraquara;Piraquara;; 7.344.654,48 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Ponta Grossa;Ponta Grossa;; 9.000.000,00 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã em Sertanópolis;Sertanopólis;; 3.000.000,00 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã Padrão I no município de Pontal do Paraná;Pontal do Paraná;; 3.849.559,29 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Penitenciária Feminina no município de Goioerê.;Goioerê;; 30.000.000,00 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SESP;6;Construção da sede da 4ª Cia. do Batalhão de Polícia Ambiental - Força Verde, no município de Guarapuava.;Guarapuava;; 5.592.092,58 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SEPL;19;Construção do Centro de Tecnologia do Estado do Paraná - Fábrica de Ideias;Curitiba;; 319.000.000,00 ; -   ; -   ;; -   ; 319.000.000,00 ;;0,00%;0,00%;755;;Procedimento licitatório em curso
Infraestrutura;SEIL;26;Contratação Integrada - Obras de Restauração com Melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão (com Salto do Lontra);Dois Vizinhos;"Dois Vizinhos; Francisco Beltrão"; 90.849.999,00 ; -   ; -   ;; 1.681.779,29 ; 89.168.219,71 ;;0,00%;1,85%;755;;Obra em andamento - início em 02/12/2024
Infraestrutura;SECID;26;DESAPROPRIAÇÃO DO TERMINAL METROPOLITANO DE LONDRINA;Londrina;; 19.033.024,00 ; -   ; -   ;; 19.033.023,40 ; 0,60 ;15/12/2023;100,00%;100,00%;755;;
Infraestrutura;SEIL;26;Elaboração do projeto executivo de implantação da rodovia PR-239, trecho: Mato Rico a Roncador;Mato Rico;; 133.000.000,00 ; -   ; -   ;; -   ; 133.000.000,00 ;;0,00%;0,00%;755;;Em licitação (01/04/25)
Infraestrutura;SEIL;26;Elaboração dos Projetos Básico e Executivo e Execução das Obras de Pavimentação da Rodovia PR-092 em Doutor Ulysses, do km 117,88 ao 129,83, numa extensão de 11,95 km.;Doutor Ulysses;"Doutor Ulysses; Cerro Azul"; 56.919.000,00 ; -   ; -   ;; 3.608.468,57 ; 53.310.531,43 ;14/08/2024;0,00%;6,34%;755;;Obra em andamento - início em 08/01/2024
Infraestrutura;SESP;6;Harpya;Curitiba;; 20.570.069,49 ; -   ; -   ;; -   ; 20.570.069,49 ;;0,00%;0,00%;755;;Aquisição de 3 helicópteros. Pregão Eletronico 90.913/2024 - lote 01, 02 e 03 restou deserta.
Infraestrutura;SESP;6;Laboratório de Química Forense Agro;Curitiba;"Cascavel; Maringá"; 15.200.000,00 ; -   ; -   ;; -   ; 15.200.000,00 ;;0,00%;0,00%;755;;Aquisição de 15 caminhões de combate a incêndio. Contrato em análise.
Infraestrutura;SESP;6;Paraná Blindado;Curitiba;; 22.645.216,92 ; -   ; -   ;; -   ; 22.645.216,92 ;;0,00%;0,00%;755;;Licitação homologada, aguardando contrato (10/2024)
Infraestrutura;SESP;6;Patrulha Costeira;Curitiba;; 2.214.039,68 ; -   ; -   ;; -   ; 2.214.039,68 ;;0,00%;0,00%;755;;Aquisição de 3 helicópteros. Aguardando autorização para licitar.
Infraestrutura;SEIL;26;PR-412 Duplicação Matinhos - Praia de Leste;Matinhos;; 308.312.251,49 ; -   ; -   ;; -   ; 308.312.251,49 ;;0,00%;0,00%;755;;Licitação homologada, aguardando contrato. Valor estimado atualizado.
Infraestrutura;SEIL;26;PRC- 170/PRC-466 Execução de duplicação e restauração , trecho Palmeirinha -Guarapuava (Subtrecho 2 de Turvo - Guarapuava);Guarapuava;; 118.000.000,00 ; -   ; -   ;; 19.478.182,09 ; 98.521.817,91 ;;0,00%;16,51%;755;;Obra em andamento - ínicio em 05/09/2024
Infraestrutura;SEIL;26;PRC-280 Restauração em Whitetopping Clevelândia - Pato Branco;Pato Branco;"Pato Branco; Clevelândia"; 180.950.000,00 ; -   ; -   ;; 60.686.163,95 ; 120.263.836,05 ;;0,00%;33,54%;755;;Obra em andamento - início em 12/08/2024
Infraestrutura;SESP;6;Reforma do Bloco de Salas de Aula da 1ª Escola de Formação, Aperfeiçoamento e Especialização de Praças, no município de São José dos Pinhais.;São José dos Pinhais;; 3.800.000,00 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SESP;6;Reforma do Bloco II da Academia Policial Militar do Guatupê em São José dos Pinhais.;São José dos Pinhais;; 5.629.996,24 ; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Licitação em fase de análise de propostas na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;; 2.113.000,00 ; -   ; -   ;; 426.946,58 ; 1.686.053,42 ;;0,00%;0,00%;755;;Obra em execução
Infraestrutura;SEIL;26;Restauração e ampliação de capacidade da rodovia PR-151, no trecho entre o entroncamento com a PR-438, km 344,51, em Ponta Grossa, e a interseção com a BR-277, km 377,22, em Palmeira;Palmeira;"Palmeira; Ponta Grossa"; 257.215.000,14 ; -   ; -   ;; 408.766,64 ; 256.806.233,50 ;;0,00%;0,16%;755;;Obra em andamento - Início em 29/01/25  
Infraestrutura;SEIL;26;Restauração em Whitetopping e Ampl. Capaciade (3ª faixa), PR-180, Goioerê- Quarto Centenário - 11,13km;Quarto Centenário;"Quarto Centenário; Goioerê"; 61.708.743,49 ; -   ; -   ;; 33.917.666,02 ; 27.791.077,47 ;26/08/2024;0,00%;54,96%;755;;Projeto Executivo em andamento (12/2023)
Infraestrutura;SEIL;26;Rodovia PR-990, rodovia de ligação entre Rebouças e a PR-364;Rebouças;; 87.300.000,00 ; -   ; -   ;; 3.478.374,99 ; 83.821.625,01 ;;0,00%;3,98%;755;;Projeto Executivo em andamento 04/2024
