SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Loanda;Loanda;R$ 8.500.790,96; 300.000,00 ; -   ; -   ; -   ;R$ 8.500.790,96;;0;0;755;Indefinido;HOMOLOGADA / Valor estimado atualizado, Em execução, Empenhado R$ 800.000,00 para execução da obra, Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;São Miguel do Iguaçu;São Miguel do Iguaçu;R$ 8.690.985,51; 300.000,00 ; 800.000,00 ; 799.571,94 ; -   ;R$ 8.690.985,51;;0;0;755;Indefinido;HOMOLOGADA / Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Santo Antônio do Sudoeste;Santo Antônio do Sudoeste;R$ 10.424.628,73; 4.900.000,00 ; 800.000,00 ; 676.748,09 ; 814.145,22 ;R$ 9.610.483,51;26/06/2025;0;0;755;Em andamento;HOMOLOGADA/ Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Toledo;Toledo;R$ 7.267.000,00; 7.267.000,00 ; 600.000,00 ; 505.267,41 ; 342.488,68 ;R$ 6.924.511,32;26/06/2025;0;0;755;Em andamento;HOMOLOGADA / Valor estimado atualizado, Em execução. Data de conclusão estimada para 11/2026
Educação;SEED;12;Bairro Fraron — unidade nova;Pato Branco;Pato Branco; 18.618.000,00 ; 11.000.000,00 ; 11.000.000,00 ; -   ; -   ; -   ;;0;0;755;Indefinido;
Educação;SEED;12;CE 14 de Dezembro — reformas;Peabiru;Peabiru; 947.724,56 ; -   ; -   ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;CE Ary Borba Carneiro — reformas;Cândido de Abreu;Cândido de Abreu; 1.043.524,27 ; -   ; -   ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;CE CM Olivo Fracaro — reformas;Cascavel;Cascavel; 939.248,30 ; -   ; -   ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;CE Pfrof.ª Iara Bergman — reformas;Curitiba;Curitiba; 1.054.369,74 ; -   ; -   ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;CE Presidente Costa e Silva — reformas;Sengés;Sengés; 989.566,52 ; -   ; -   ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;CE Rodrigues Alves — reformas;Maringá;Maringá; 875.371,75 ; -   ; -   ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;Domingos FCO Zardo, C E-EF M — unidade nova;Palotina;Palotina; 27.477.000,00 ; 26.977.000,00 ; 26.977.000,00 ; -   ;; -   ;;0;0;755;Indefinido;
Educação;SEED;12;Iolando Taques Fonseca, E E Prof-EF — unidade nova;Ponta Grossa;Ponta Grossa; 23.272.000,00 ; 15.000.000,00 ; 15.000.000,00 ; -   ; -   ; -   ;;0;0;755;Indefinido;
Educação;SEED;12;Mireille M F Z Machado, C E C-M PR-EF M — unidade nova;Mandirituba;Mandirituba; 11.097.021,02 ; 10.568.504,00 ; 10.568.503,81 ; 2.949.820,14 ; 6.177.654,25 ; 0,19 ;05/06/2025;0;0,556694832;755;Indefinido;
Educação;SEED;12;"Moradias Monteiro Lobato C E-EF M — 08 salas de aula; 01 bloco de sanitários; 01 pátio coberto; 01 laboratório de informática; 01 refeitório; 01 sala multiuso; 01 casa do permissionário.";Curitiba;Curitiba; 4.646.819,08 ; 4.414.342,00 ; 4.414.341,36 ; 744.550,42 ; 2.102.384,42 ; 0,64 ;02/06/2025;0;0,452435179;755;Indefinido;
Educação;SEED;12;"Nirlei Medeiros C E-EF M PROFIS — 07 salas de aula; 01 laboratório de informática; 01 bloco de sanitários; 01 refeitório (ampliar existente); 01 sala multiuso; 01 depósito de merenda.";Curitiba;Curitiba; 5.014.316,45 ; 5.014.317,00 ; 5.014.316,45 ; 1.428.330,08 ; 2.437.691,85 ; 0,55 ;11/06/2025;0;0,486146392;755;Indefinido;
Educação;SEED;12;Pinheiro do Paraná C E-EF M PROFIS — 04 salas de aula;Curitiba;Curitiba; 3.031.292,89 ; 2.799.009,00 ; 2.799.008,30 ; -   ; 2.415.980,97 ; 0,70 ;16/06/2025;0;0,797013373;755;Indefinido;
Educação;SEED;12;UNIDADE NOVA ESCOLAR JARDIM MADRID;Curitiba;Curitiba;24.889.925,62; 4.949.908,00 ; -   ; -   ; -   ; 4.949.908,00 ;;0;0;755;Indefinido;
Incentivo ao Crédito;CC;4;Integralização de Capital para constituição de Fundo de Investimento nas Cadeias Produtivas Agroindustriais (FIAGRO);-;0;150000000;0;0;;150000000;0;17/05/2024;1;1;755;;O capital foi integralizado no balanço da Fomento Paraná. Após o chamamento público para seleção de gestores, incluindo a fase de análise de documentos, foi finalizada a escolha da gestora que atuará em conjunto com a Fomento na constituição do Fundo.
Infraestrutura;SESP;6;Auto Bomba Tanque e Resgate;Curitiba;"Curitiba; Rio Negro; Fazenda Rio Grande; Campo Largo; Londrina; Paranaguá; Maringá; Ponta Grossa; Foz do Iguaçu; Cascavel; Palmas; Guaíra; Altônia; Campina Grande do Sul; Santa Helena";R$ 17.549.730,00; -   ; -   ;; 9.247.537,76 ; R$ 8.302.192,24 ;;0,00%;52,69%;755;Em andamento;Aguardando Ordem de Serviço (10/2024)
Infraestrutura;SESP;6;Centro de Treinamento Guatupê;São José dos Pinhais;São José dos Pinhais;R$ 264.094,00; R$ 264.094,00 ; - ; - ; - ; R$ 264.094,00 ;;0%;0%;755;indefinido;Obra em licitação
Infraestrutura;SESA;10;Complexo Silvio Santos;Curitiba;;R$ 1.424.928,97; -   ; -   ;; -   ; R$ 1.424.928,97 ;;0,00%;0,00%;755;Indefinido;
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Assis Chateaubriand;Assis Chateaubriand;Assis Chateaubriand;R$ 85.910,00; R$ 600.000,00 ; R$ -   ; R$ -   ; R$ -   ; R$ 600.000,00 ;;0%;0%;755;Indefinido;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Campo Mourão;Campo Mourão;Campo Mourão;R$ 6.992.059,32; R$ 1.000.000,00 ; R$ -   ; R$ -   ; R$ -   ; R$ 1.000.000,00 ;;0%;0%;755;Indefinido;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Paranavaí;Paranavaí;Paranavaí;; R$ 1.050.000,00 ; - ; - ;  - ; R$ 1.050.000,00 ;;0%;0%;755;indefinido;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Piraquara;Piraquara;Piraquara;; R$ 1.050.000,00 ; R$ 777.705,51 ; R$ -   ; R$ -   ; R$ 1.050.000,00 ;;0%;0%;755;Indefinido;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Ponta Grossa;Ponta Grossa;Ponta Grossa;R$ 2.400.000,00; R$ 145.690,89 ; R$ 1.937.330,00 ; - ; - ; R$ 2.400.000,00 ;;0%;0%;755;Indefinido;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã em Sertanópolis;Sertanopólis;;R$ 3.000.000,00; 500.000,00 ; -   ;; -   ; R$ 3.000.000,00 ;;0,00%;0,00%;755;Indefinido;Obra em licitação
Infraestrutura;SESP;6;Construção da Delegacia Cidadã Padrão I no município de Pontal do Paraná;Pontal do Paraná;;R$ 3.849.559,29; 600.000,00 ; -   ;; -   ; R$ 3.849.559,29 ;;0,00%;0,00%;755;Indefinido;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Penitenciária Feminina no município de Goioerê.;Goioerê;;R$ 30.000.000,00; 1.000.000,00 ; -   ;; -   ; R$ 30.000.000,00 ;;0,00%;0,00%;755;Indefinido;Obra em licitação
Infraestrutura;SESP;6;Construção da sede da 4ª Cia. do Batalhão de Polícia Ambiental - Força Verde, no município de Guarapuava.;Guarapuava;Guarapuava;R$ 2.000.000,00; R$ 72.000,00 ; R$ 11.402,66 ; R$ 11.402,66 ; R$ 11.402,66 ; R$ 1.988.597,34 ;25/09/2024;0%;1%;755;Indefinido;Obra em licitação
Infraestrutura;SEPL;19;Construção do Centro de Tecnologia do Estado do Paraná - Fábrica de Ideias;Curitiba;;R$ 319.000.000,00; -   ; -   ; - ; -   ; R$ 319.000.000,00 ;;0,00%;0,00%;755;Indefinido;Procedimento licitatório em curso
Infraestrutura;SEIL;26;Contratação Integrada - Obras de Restauração com Melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão (com Salto do Lontra);Dois Vizinhos;"Dois Vizinhos; Francisco Beltrão";R$ 90.849.999,00; -   ; -   ;; 1.681.779,29 ; R$ 89.168.219,71 ;;0,00%;1,85%;755;Em andamento;Obra em andamento - início em 02/12/2024
Infraestrutura;SECID;26;DESAPROPRIAÇÃO DO TERMINAL METROPOLITANO DE LONDRINA;Londrina;;R$ 19.033.024,00; -   ; -   ;; 19.033.023,40 ; R$ 0,60 ;15/12/2023;100,00%;100,00%;755;Fase Final;
Infraestrutura;SEIL;26;Elaboração do projeto executivo de implantação da rodovia PR-239, trecho: Mato Rico a Roncador;Mato Rico;;R$ 133.000.000,00; -   ; -   ;; -   ; R$ 133.000.000,00 ;;0,00%;0,00%;755;Indefinido;Em licitação (01/04/25)
Infraestrutura;SEIL;26;Elaboração dos Projetos Básico e Executivo e Execução das Obras de Pavimentação da Rodovia PR-092 em Doutor Ulysses, do km 117,88 ao 129,83, numa extensão de 11,95 km.;Doutor Ulysses;"Doutor Ulysses; Cerro Azul";R$ 56.919.000,00; R$ 40.000.000,00 ;;; 3.608.468,57 ; R$ 53.310.531,43 ;14/08/2024;0,00%;6,34%;755;Em andamento;Obra em andamento - início em 08/01/2024
Infraestrutura;SESP;6;Harpya;Curitiba;;R$ 20.570.069,49; -   ; -   ;; -   ; R$ 20.570.069,49 ;;0,00%;0,00%;755;Indefinido;Aquisição de 3 helicópteros. Pregão Eletronico 90.913/2024 - lote 01, 02 e 03 restou deserta.
Infraestrutura;SESP;6;Laboratório de Química Forense Agro;"Cascavel; Maringá";;R$ 15.200.000,00;590000;-;-;-; R$ 15.200.000,00 ;;0;0;755;Indefinido ;
Infraestrutura;SESP;6;Paraná Blindado;Curitiba;;R$ 22.645.216,92; -   ; -   ;; -   ; R$ 22.645.216,92 ;;0,00%;0,00%;755;Indeterminado;Licitação homologada, aguardando contrato (10/2024)
Infraestrutura;SESP;6;Patrulha Costeira;Paranaguá;;R$ 2.214.039,68;;;;; R$ 2.214.039,68 ;;0;0%;755;Indefinido ;
Infraestrutura;SEIL;26;PR-412 Duplicação Matinhos - Praia de Leste;Matinhos;;R$ 308.312.251,49; 274.500.000,00 ;9.545.308;1.414.816,18;1.414.816,18; R$ 306.897.435,31 ;;0,00%;0,46%;755;Indeterminado;Licitação homologada, aguardando contrato. Valor estimado atualizado.
Infraestrutura;SEIL;26;PRC- 170/PRC-466 Execução de duplicação e restauração , trecho Palmeirinha -Guarapuava (Subtrecho 2 de Turvo - Guarapuava);Guarapuava;;R$ 143.001.638,56; -   ; -   ;; 19.478.182,09 ; R$ 123.523.456,47 ;;0,00%;13,62%;755;Em andamento;Obra em andamento - ínicio em 05/09/2024
Infraestrutura;SEIL;26;PRC-280 Restauração em Whitetopping Clevelândia - Pato Branco;Pato Branco;"Pato Branco; Clevelândia";R$ 185.239.000,61; -   ; -   ;; 60.686.163,95 ; R$ 124.552.836,66 ;;0,00%;32,76%;755;Em andamento;Obra em andamento - início em 12/08/2024
Infraestrutura;SESP;6;Reforma do Bloco de Salas de Aula da 1ª Escola de Formação, Aperfeiçoamento e Especialização de Praças, no município de São José dos Pinhais.;São José dos Pinhais;;R$ 3.800.000,00; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Obra em licitação
Infraestrutura;SESP;6;Reforma do Bloco II da Academia Policial Militar do Guatupê em São José dos Pinhais.;São José dos Pinhais;;R$ 5.629.996,24; -   ; -   ;; -   ; -   ;;0,00%;0,00%;755;;Licitação em fase de análise de propostas na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;Cambé;R$ 2.113.000,00; R$ 1.200.000,00 ; - ; - ; -   ; R$ 2.113.000,00 ;;0%;0%;755;Indefinido;Obra em execução
Infraestrutura;SEIL;26;Restauração e ampliação de capacidade da rodovia PR-151, no trecho entre o entroncamento com a PR-438, km 344,51, em Ponta Grossa, e a interseção com a BR-277, km 377,22, em Palmeira;Palmeira;"Palmeira; Ponta Grossa";R$ 257.215.000,14; -   ; -   ;; 408.766,64 ; R$ 256.806.233,50 ;;0,00%;0,16%;755;Em andamento ;Obra em andamento - Início em 29/01/25  
Infraestrutura;SEIL;26;Restauração em Whitetopping e Ampl. Capaciade (3ª faixa), PR-180, Goioerê- Quarto Centenário - 11,13km;Quarto Centenário;"Quarto Centenário; Goioerê";R$ 67.939.127,00; -   ; -   ;; 33.917.666,02 ;R$ 34.021.460,98;26/08/2024;0,00%;49,92%;755;Em andamento;Projeto Executivo em andamento (12/2023)
Infraestrutura;SEIL;26;Rodovia PR-990, rodovia de ligação entre Rebouças e a PR-364;Rebouças;;R$ 90.658.114,75; -   ; -   ;; 3.478.374,99 ; R$ 87.179.739,76 ;;0,00%;3,84%;755;Em andamento;Projeto Executivo em andamento 04/2024
