SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SANTA CECILIA DO PAVAO;SANTA CECILIA DO PAVAO;620000;0;0;0;541100;78900;01/10/2024;87,27;87,27;500;Em Execução;Início do contrato em: 24/11/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA SANTA BARBARA;NOVA SANTA BARBARA;617000;0;0;0;317706,19;299293,81;28/05/2024;51,49;51,49;500;Em Execução;Início do contrato em: 21/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;RANCHO ALEGRE;RANCHO ALEGRE;613000;0;0;0;495100;117900;20/08/2024;80,77;80,77;500;Em Execução;Início do contrato em: 25/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;PORTO VITORIA;PORTO VITORIA;558000;0;0;0;484.500,00;73500;10/06/2024;86,83;86,83;500;Em Execução;Início do contrato em: 27/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO PEDRO DO PARANA;SAO PEDRO DO PARANA;550000;0;0;0;550000;0;25/04/2024;100;100;500;Concluído;Início do contrato em: 21/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;ANGULO;ANGULO;546000;0;0;0;546000;0;26/02/2024;100;100;500;Concluído;Início do contrato em: 21/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;GUAPIRAMA;GUAPIRAMA;544000;0;0;0;499999,98;44000,02;10/07/2024;91,91;91,91;500;Em Execução;Início do contrato em: 06/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;DIAMANTE DO OESTE;DIAMANTE DO OESTE;514000;0;0;0;483054,98;30945,02;10/06/2024;93,98;93,98;500;Em Execução;Início do contrato em: 26/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;DOUTOR ULYSSES;DOUTOR ULYSSES;473000;0;315536,37;315536,37;315536,37;157463,63;;0;0;500;Em Execução;Início do contrato em: 20/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA AMERICA DA COLINA;NOVA AMERICA DA COLINA;468000;0;0;0;338449,7;129550,3;29/04/2024;72,32;72,32;500;Em Execução;Início do contrato em: 30/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO JOSE DAS PALMEIRAS;SAO JOSE DAS PALMEIRAS;468000;0;0;0;100000;368000;19/06/2024;21,37;21,37;500;Em Execução;Início do contrato em: 30/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;IVATUBA;IVATUBA;452000;0;0;0;364900;87100;25/03/2024;80,73;80,73;500;Em Execução;Início do contrato em: 21/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;OURIZONA;OURIZONA;432000;0;0;0;321080;110920;07/10/2024;74,32;74,32;500;Em Execução;Início do contrato em: 26/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;JUNDIAI DO SUL;JUNDIAI DO SUL;426000;0;0;0;322049;103951;21/11/2024;75,6;75,6;500;Em Execução;Início do contrato em: 23/11/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;PARANAPOEMA;PARANAPOEMA;416000;0;0;0;227650,5;188349,5;31/03/2025;54,72;54,72;500;Em Execução;Início do contrato em: 27/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CAFEARA;CAFEARA;405000;0;0;0;291000;114000;11/11/2024;71,85;71,85;500;Em Execução;Início do contrato em: 06/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CRUZMALTINA;CRUZMALTINA;403000;0;0;0;231525;171475;19/11/2024;0;57,45;500;Em Execução;Início do contrato em: 05/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;ITAUNA DO SUL;ITAUNA DO SUL;372000;0;0;0;372000;0;29/05/2024;100;100;500;Concluído;Início do contrato em: 20/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SULINA;SULINA;371000;0;0;0;252163,28;118836,72;26/06/2024;67,97;0,679685391;500;Em Execução;Início do contrato em: 05/10/2023.
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;FLORESTA;FLORESTA;353600;0;0;0;353600;0;25/11/2024;100;100;500;Em Execução;Início do contrato em: 30/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;ARAPUA;ARAPUA;298000;0;0;0;272438,22;25561,78;18/10/2024;0;91,42;500;Em Execução;Início do contrato em: 23/11/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CORUMBATAI DO SUL;CORUMBATAI DO SUL;295000;0;0;0;230500;64500;26/04/2024;78,14;78,14;500;Em Execução;Início do contrato em: 06/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;GUAPOREMA;GUAPOREMA;279000;0;134.284,46;134.284,46;134.284,46;144715,54;26/09/2024;48,13;48,13;500;Em Execução;Início do contrato em: 21/09/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;FERNANDES PINHEIRO;FERNANDES PINHEIRO;221000;0;196.592,40;116.392,40;116392,4;104607,6;18/10/2024;0;52,66;500;Em Execução;Início do contrato em: 07/11/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA ESPERANCA DO SUDOESTE;NOVA ESPERANCA DO SUDOESTE;201000;0;0;0;96425;104575;02/02/2024;47,97;47,97;500;Em Execução;Início do contrato em: 30/08/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA ALIANCA DO IVAI;NOVA ALIANCA DO IVAI;177000;0;0;0;177000;0;31/07/2024;100;100;500;Concluído;Início do contrato em: 30/08/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;BOA VENTURA DE SAO ROQUE;BOA VENTURA DE SAO ROQUE;165000;0;0;0;77335,13;87664,87;09/05/2024;0;46,86;500;Em Execução;Início do contrato em: 26/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;ENEAS MARQUES;ENEAS MARQUES;161000;0;0;0;76999,99;84000,01;25/03/2024;47,83;47,82;500;Em Execução;Início do contrato em: 11/10/2023.
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO JOSE DA BOA VISTA;SAO JOSE DA BOA VISTA;133000;0;0;0;99238;33762;18/11/2024;74,62;74,62;500;Em Execução;Início do contrato em: 26/10/2023.
Incentivo ao Crédito;CC;4;Integralização de Capital para constituição de Fundo de Investimento nas Cadeias Produtivas Agroindustriais (FIAGRO);-;-;150000000;0;0;0;150.000.000,00;0;17/05/2024;100;100;755;Concluído;O capital foi integralizado no balanço da Fomento Paraná. Após o chamamento público para seleção de gestores, incluindo a fase de análise de documentos, foi finalizada a escolha da gestora que atuará em conjunto com a Fomento na constituição do Fundo.
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Goioerê;Goioerê;8905209,69;800000;800000;800000;800000;8.105.209,69;;8,98;8,98;755;Em execucão;Início do contrato em: 08/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Guaíra;Guaíra;8383923,59;600000;600000;472390,62;461254,73;7.922.668,86;;5,5;5,5;755;Em execução;Início do contrato em: 22/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Ivaiporã;Ivaiporã;8485344,87;2583000;300000;0;0;8.485.344,87;;0;0;755;Em execucão;Início do contrato em: 22/07/2024. Vigente até: 26/10/2026
Infraestrutura;SECID;26;DESAPROPRIAÇÃO DO TERMINAL METROPOLITANO DE LONDRINA;LONDRINA;LONDRINA;19033024;0;19.033.023,40;19.033.023,40;19.033.023,40;0,600000001;;100;100;755;Concluído;
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Loanda;Loanda;8500790,96;800000;800000;787575,96;787575,96;7.713.215,00;;9,26;9,26;755;Em execucão;Início do contrato em: 11/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Maringá;Maringá;0;0;0;0;0;0;;0;0;755;Em licitação;
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Santo Antônio do Sudoeste;Santo Antônio do Sudoeste;10424628,73;800000;800000;799571,94;786759,74;9.637.868,99;;7,54;7,54;755;Em execucão;Início do contrato em: 08/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;São Miguel do Iguaçu;São Miguel do Iguaçu;8690985,51;800000;800000;676748,09;676748,09;8.014.237,42;;7,78;7,78;755;Em execucão;Início do contrato em: 23/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Toledo;Toledo;7267000;600000;600000;505267,41;498015,6;6.768.984,40;;6,85;6,85;755;Em execucão;Início do contrato em: 22/07/2024. Vigente até: 22/07/2026
Infraestrutura;SESP;6;Auto Bomba Tanque e Resgate;Curitiba;"Curitiba; Rio Negro; Fazenda Rio Grande; Campo Largo; Londrina; Paranaguá; Maringá; Ponta Grossa; Foz do Iguaçu; Cascavel; Palmas; Guaíra; Altônia; Campina Grande do Sul; Santa Helena";17549730;0;9247537,76;9.247.537,76;9.247.537,76;8.302.192,24;;0;52,69;755;Indefinido;Aguardando Ordem de Serviço (10/2024)
Infraestrutura;SESP;6;Centro de Treinamento Guatupê;São José dos Pinhais;São José dos Pinhais;264094;264.094,00;0;0;0;264.094,00;;0;0;755;Em licitação;
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Assis Chateaubriand;Assis Chateaubriand;Assis Chateaubriand;85910;600.000,00;0;0;0;85.910,00;;0;0;755;Em licitação;
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Campo Mourão;Campo Mourão;Campo Mourão;6992059,32;1.000.000,00;300.000,00;0;0;6.992.059,32;;0;0;755;Indefinido;Inicio 28/07
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Paranavaí;Paranavaí;Paranavaí;;1.050.000,00;504.033,54;0;0;0,00;;0;0;755;Em licitação;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Piraquara;Piraquara;Piraquara;7344654,58;1.050.000,00;777.705,51;0;0;7.344.654,58;;0;0;755;Em licitação;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Ponta Grossa;Ponta Grossa;Ponta Grossa;2400000;145.690,89;1.937.330,00;0;0;2.400.000,00;;0;0;755;Em licitação;
Infraestrutura;SESP;6;Construção da Delegacia Cidadã em Sertanópolis;Sertanopólis;;3000000;500.000,00;0;0;0;3.000.000,00;;0;0;755;Em licitação;
Infraestrutura;SESP;6;Construção da Delegacia Cidadã Padrão I no município de Pontal do Paraná;Pontal do Paraná;;3849559,29;600.000,00;512.291,37;0;0;3.849.559,29;;0;0;755;Indefinido;Licitação em fase de homologação/adjudicação na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Penitenciária Feminina no município de Goioerê.;Goioerê;;30000000;1.000.000,00;0;0;0;30.000.000,00;;0;0;755;Em licitação;
Infraestrutura;SESP;6;Construção da sede da 4ª Cia. do Batalhão de Polícia Ambiental - Força Verde, no município de Guarapuava.;Guarapuava;Guarapuava;2000000;72.000,00;11.402,66;11.402,66;11.402,66;1.988.597,34;25/09/2024;0;1;755;Em licitação;
Infraestrutura;SESP;6;Harpya;Curitiba;;30046999,43;30.046.999,43;30.046.999,43;29.253.706,46;29.253.706,46;793.292,97;;0;0;755;Indefinido;Aquisição de 3 helicópteros. Pregão Eletronico 90.913/2024 - lote 01, 02 e 03 restou deserta.
Infraestrutura;SESP;6;Laboratório de Química Forense Agro;"Cascavel; Maringá";;15200000;590.000,00;1.439.800,00;0;0;15.200.000,00;;0;0;755;Em andamento;Aquisição de duas unidades de Sistema de Cromatografia Iônica – Pregão 1501/2024
Infraestrutura;SESP;6;Paraná Blindado;Curitiba;;22645216,92;0;0;0;0;22.645.216,92;;0;0;755;Indefinido;Licitação homologada, aguardando contrato (10/2024)
Infraestrutura;SESP;6;Patrulha Costeira;Paranaguá;;2214039,68;2.214.039,68;0;0;0;2.214.039,68;;0;0;755;Indefinido;
Infraestrutura;SESP;6;Reforma do Bloco de Salas de Aula da 1ª Escola de Formação, Aperfeiçoamento e Especialização de Praças, no município de São José dos Pinhais.;São José dos Pinhais;;3800000;0;0;0;0;3800000;;0;0;755;Em licitação;
Infraestrutura;SESP;6;Reforma do Bloco II da Academia Policial Militar do Guatupê em São José dos Pinhais.;São José dos Pinhais;;5629996,24;0;0;0;0;5629996,24;;0;0;755;Em licitação;Licitação em fase de análise de propostas na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;Cambé;2113000;1.200.000,00;1.967.330,94;0;0;2.113.000,00;;0;0;755;Em execução;
Infraestrutura;SESP;6;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais;São José dos Pinhais;;N?o informado;12.428.020,67;12.428.020,67;6.043.770,47;6.043.770,47;0,00;;0;0;755;Em execução;
Infraestrutura;SESP;6;Aquisição, por meio de processo licitatório, de 2 (duas) unidades de sistema de cromatografia líquida acoplada a espectrômetro de massas de alta resolução, tipo quadrupolo e tempo de voo (LC-QTOF-MS), visando atender às necessidades da Polícia Científica do Paraná.;;;;3.599.800,00;3.599.800,00;0;0;0;;0;0;755;Em projeto;Projeto em execução
Infraestrutura;SESA;10;Complexo Silvio Santos;Curitiba;;1424928,97;0;0;0;0;1.424.928,97;;0;0;755;Em planejamento;
Infraestrutura;SEPL;19;Construção do Centro de Tecnologia do Estado do Paraná - Fábrica de Ideias;Curitiba;;335264442;0;0;0;0;335.264.442,00;;0;0;755;Em licitação;Procedimento licitatório em curso
Educação;SEED;12;Bairro Fraron — unidade nova;Pato Branco;Pato Branco;18618000;11.000.000,00;11.000.000,00;0;0;18618000;;1,22;0,19;755;Em execução;
Educação;SEED;12;Domingos FCO Zardo, C E-EF M — unidade nova;Palotina;Palotina;27477000;26.977.000,00;26.977.000,00;0;0;27477000;;5,33;1,26;755;Em execução;
Educação;SEED;12;Iolando Taques Fonseca, E E Prof-EF — unidade nova;Ponta Grossa;Ponta Grossa;23272000;15.000.000,00;15.000.000,00;0;0;23272000;;1,73;0,21;755;Em execução;
Educação;SEED;12;Mireille M F Z Machado, C E C-M PR-EF M — unidade nova;Mandirituba;Mandirituba;13272945,32;10.568.504,00;10.568.503,81;2.949.820,14;6.177.654,25;7095291,07;05/06/2025;0;0;755;Indefinido;
Educação;SEED;12;"Moradias Monteiro Lobato C E-EF M — 08 salas de aula; 01 bloco de sanitários; 01 pátio coberto; 01 laboratório de informática; 01 refeitório; 01 sala multiuso; 01 casa do permissionário.";Curitiba;Curitiba;4646819,08;4.414.342,00;4.414.341,36;744.550,42;2.102.384,42;2544434,66;02/06/2025;58,4;52,04;755;Em execução;
Educação;SEED;12;"Nirlei Medeiros C E-EF M PROFIS — 07 salas de aula; 01 laboratório de informática; 01 bloco de sanitários; 01 refeitório (ampliar existente); 01 sala multiuso; 01 depósito de merenda.";Curitiba;Curitiba;5014316,45;5.014.317,00;5.014.316,45;0;2.437.691,85;2576624,6;11/06/2025;68,05;56,43;755;Em execução;
Educação;SEED;12;Pinheiro do Paraná C E-EF M PROFIS — 04 salas de aula;Curitiba;Curitiba;3031292,89;2.799.009,00;2.799.008,30;1.428.330,08;2.415.980,97;615311,92;16/06/2025;80,78;79,7;755;Em execução;
Educação;SEED;12;UNIDADE NOVA ESCOLAR JARDIM MADRID 2024;Curitiba;Curitiba;24889925,62;4.949.908,00;0;0;0;24.889.925,62;;0;0;755;Indefinido;
Educação;SEED;12;UNIDADE NOVA ESCOLAR JARDIM MADRID 2025;Curitiba;Curitiba;24889925,62;600.000,00;600.000,00;575.855,91;0;24.889.925,62;;0;0;755;Indefinido;
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;Cambé;2113000;R$ 1.200.000,00;-;-;0;R$ 2.113.000,00;;0;0;755;Indefinido;Obra em execução
